City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1093,Ribeira Grande,PT,60.8,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
1095,Laguna,US,46.4,clear sky,38.421,-121.4238,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
1097,Hobart,AU,59.0,broken clouds,-42.8794,147.3294,Mantra on Collins Hobart
1099,Ostersund,SE,30.0,overcast clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
1100,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
1101,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
1104,Solnechnyy,RU,32.13,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
1107,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1111,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1113,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1117,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
1118,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1123,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1128,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1134,Taltal,CL,64.04,broken clouds,-25.4,-70.4833,Residencial Karime
1137,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1138,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1140,Nikolskoye,RU,37.99,overcast clouds,59.7035,30.7861,Tourist House - Sablino
1142,Wyndham,US,36.0,clear sky,37.6985,-77.6125,Hilton Richmond Hotel & Spa/Short Pump
1146,Mayo,US,46.4,clear sky,38.8876,-76.5119,Resorts Resource Group International
1147,Narsaq,GL,37.4,overcast clouds,60.9167,-46.05,Hotel Narsaq
1148,New Norfolk,AU,59.0,moderate rain,-42.7826,147.0587,The Shingles Riverside Cottages
1149,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1151,Uglegorsk,RU,34.65,scattered clouds,49.0833,142.0333,Primorskaya Gostinitsa
1155,Padre Paraiso,BR,60.4,broken clouds,-17.0742,-41.4844,Pousada Três Irmãos
1158,Buritis,BR,67.03,overcast clouds,-15.6178,-46.4233,Hotel Rainha do Vale
1162,Narsaq,GL,37.4,overcast clouds,60.9167,-46.05,Hotel Narsaq
1163,Molina,CL,55.4,clear sky,-35.1167,-71.2833,Hostal Pucará
1168,Souris,CA,30.99,clear sky,49.6172,-100.2612,The Souris Hotel
1172,Terrace,CA,32.0,snow,54.5163,-128.6035,Northern Motor Inn
1173,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1175,Esperance,AU,66.2,clear sky,-33.8667,121.9,Hospitality Esperance
1176,Vestmanna,FO,41.0,few clouds,62.1564,-7.1664,Budget Guesthouse Borgustova
1177,Pisco,PE,69.01,mist,-13.7,-76.2167,Hotel San Isidro Oficial
1184,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1187,Palmer,US,37.4,overcast clouds,42.1584,-72.3287,Wedgewood Motel
1189,Rawson,AR,58.59,scattered clouds,-43.3002,-65.1023,Hosteria Sampedro
1191,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
1193,Codrington,AU,55.96,scattered clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
1195,Ponta Do Sol,PT,60.8,scattered clouds,32.6667,-17.1,Hotel do Campo
1197,Airai,TL,65.66,overcast clouds,-8.9266,125.4092,Juvinal Martin
1200,Shingu,JP,55.4,scattered clouds,33.7333,135.9833,Shingu UI Hotel
1202,Nikolskoye,RU,37.99,overcast clouds,59.7035,30.7861,Tourist House - Sablino
1206,Pinega,RU,32.34,light snow,64.7001,43.3936,"Gostevoy Dom Ooo ""Pinezh'yeles"""
1208,Ivanivka,UA,48.27,broken clouds,46.7208,34.553000000000004,Спорт Лото
1211,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1212,Tuatapere,NZ,66.0,moderate rain,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
1215,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1218,Sao Borja,BR,67.06,light rain,-28.6606,-56.0044,Hotel Executivo
1220,Danilov,RU,30.15,snow,58.1908,40.1717,Sot'.
1224,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1225,Flinders,AU,62.01,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
1230,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
1231,Nikolskoye,RU,37.99,overcast clouds,59.7035,30.7861,Tourist House - Sablino
1236,Kiama,AU,62.01,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
1242,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1246,Concepcion,CL,55.4,overcast clouds,-36.827,-73.0498,Hotel El Araucano
1247,Smithers,CA,33.8,light rain,54.7804,-127.1743,Prestige Hudson Bay Lodge
1248,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1252,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1253,Wilmington,US,55.0,overcast clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
1256,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1259,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1260,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1265,Naze,JP,66.2,scattered clouds,28.3667,129.4833,奄美ポートタワーホテル
1267,Prince Rupert,CA,35.6,light snow,54.3161,-130.3201,Crest Hotel
1268,Hobart,AU,59.0,broken clouds,-42.8794,147.3294,Mantra on Collins Hobart
1270,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1271,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
1274,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1276,Veselynove,UA,45.34,overcast clouds,47.3567,31.2349,Золотой фазан
1280,Evanston,US,46.0,scattered clouds,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
1283,Port Macquarie,AU,66.2,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
1287,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1288,Lasa,IT,46.4,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
1290,Linares,CL,51.55,few clouds,-35.85,-71.6,Hotel Real
1292,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1293,Flinders,AU,62.01,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
1294,Elizabeth City,US,41.0,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
1296,Port Lincoln,AU,59.9,clear sky,-34.7333,135.8667,Port Lincoln Hotel
1298,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1299,Prince Rupert,CA,35.6,light snow,54.3161,-130.3201,Crest Hotel
1301,Oil City,US,33.8,clear sky,41.4339,-79.7064,Days Inn by Wyndham Oil City Conference Center
1302,Katsuura,JP,64.4,few clouds,35.1333,140.3,Katsuura Hotel Mikazuki
1303,Esperance,AU,66.2,clear sky,-33.8667,121.9,Hospitality Esperance
1308,New Norfolk,AU,59.0,moderate rain,-42.7826,147.0587,The Shingles Riverside Cottages
1311,Elat,IL,64.4,clear sky,29.5581,34.9482,Club Hotel Eilat
1316,Orange,US,54.0,overcast clouds,33.7,-117.7675,Meadows
1319,Sawtell,AU,69.8,moderate rain,-30.3833,153.1,Island Beach House Sawtell
1320,New Norfolk,AU,59.0,moderate rain,-42.7826,147.0587,The Shingles Riverside Cottages
1326,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1330,Nouadhibou,MR,62.6,clear sky,20.930999999999997,-17.0347,El Medina
1332,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
1333,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
1337,Kahului,US,69.8,very heavy rain,20.8947,-156.47,Maui Seaside Hotel
1338,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1343,Neftcala,AZ,41.99,overcast clouds,39.3742,49.2472,Otel restoran
1351,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1354,Mayo,US,46.4,clear sky,38.8876,-76.5119,Resorts Resource Group International
1355,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1360,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
1365,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1368,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1369,Carrickfergus,GB,44.01,light rain,54.7158,-5.8058,Premier Inn Carrickfergus hotel
1370,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
1371,Lebu,CL,55.27,clear sky,-37.6167,-73.65,Hostal Las Lilas
1373,Tromso,NO,36.0,overcast clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
1374,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
1375,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1376,Lithakia,GR,59.0,scattered clouds,37.7167,20.8333,Zante Plaza Hotel & Apartments
1378,Lebu,CL,55.27,clear sky,-37.6167,-73.65,Hostal Las Lilas
1380,Mar Del Plata,AR,64.99,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
1382,Lebu,CL,55.27,clear sky,-37.6167,-73.65,Hostal Las Lilas
1384,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1386,Shreveport,US,66.0,few clouds,32.5251,-93.7502,Eldorado Resort Casino Shreveport
1388,Chuy,UY,57.74,clear sky,-33.6971,-53.4616,Nuevo Hotel Plaza
1390,Lake Cowichan,CA,45.0,overcast clouds,48.825,-124.0546,Boutique Waterfront Lodge
1392,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
1395,Emborion,GR,55.4,few clouds,40.4833,21.55,Villa Kastanodasos
1396,Saint George,US,44.01,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
1397,Surt,LY,61.97,overcast clouds,31.2089,16.5887,الهادي ابوشعاله سرت
1398,Melipilla,CL,57.2,overcast clouds,-33.7,-71.2167,Hotel Los Troncos
1399,Lompoc,US,50.0,overcast clouds,34.6391,-120.4579,Holiday Inn Express Lompoc
1401,New Norfolk,AU,59.0,moderate rain,-42.7826,147.0587,The Shingles Riverside Cottages
1402,Hobart,AU,59.0,broken clouds,-42.8794,147.3294,Mantra on Collins Hobart
1403,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
1404,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
1405,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1407,Gillette,US,41.0,overcast clouds,44.2911,-105.5022,National 9 Inn - Gillette WY
1408,Te Anau,NZ,58.77,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
1409,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1410,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1415,Wiwili,NI,64.47,scattered clouds,13.6268,-85.8254,Hospedaje gladita
1417,Port-De-Bouc,FR,53.6,few clouds,43.4,4.9833,HOTEL RESIDENCE LES AIGUADES
1418,Hamilton,US,37.4,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
1420,Sistranda,NO,33.8,clear sky,63.7256,8.834,Hotell Frøya
1425,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
1428,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1430,Modra,SK,48.2,clear sky,48.333999999999996,17.3071,Hotel Majolika
1431,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
1432,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
1434,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1435,Springdale,US,57.0,overcast clouds,36.1867,-94.1288,Springdale Inn
1437,Broome,US,36.0,overcast clouds,42.2506,-75.833,Chenango Valley State Park
1441,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1445,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1454,Lazaro Cardenas,MX,69.71,clear sky,17.9583,-102.2,Hotel Quinta Antigua
1455,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1456,Narsaq,GL,37.4,overcast clouds,60.9167,-46.05,Hotel Narsaq
1457,Umea,SE,32.0,overcast clouds,63.8284,20.2597,Hotel Avenue | ProfilHotels
1458,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
1460,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
1462,Ucluelet,CA,46.0,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
1465,Ngunguru,NZ,61.0,clear sky,-35.6167,174.5,Pacific Rendezvous Motel Resort
1470,Half Moon Bay,US,51.8,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
1475,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
1476,Kuryk,KZ,37.85,overcast clouds,43.2,51.65,Gostinitsa Kuryk - Otel' Dlya Vsekh Kategoriy Kliyentov .
1477,Hamilton,US,37.4,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
1478,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1479,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1482,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1483,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1486,Alice Springs,AU,55.4,light rain,-23.7,133.8833,Desert Palms Alice Springs
1489,Salina,US,55.4,overcast clouds,38.8403,-97.6114,Holiday Inn Express & Suites Salina
1491,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1494,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1497,Port Hardy,CA,33.8,heavy intensity rain,50.6996,-127.4199,Airport Inn
1499,Great Yarmouth,GB,46.4,few clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
1506,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1508,Castro,BR,60.85,clear sky,-24.7911,-50.0119,CHACARA BAILLY
1509,Saint George,US,44.01,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
1510,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1515,Bethel,US,36.0,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
1516,Laguna,US,46.4,clear sky,38.421,-121.4238,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
1519,Hami,CN,66.43,overcast clouds,42.8,93.45,Laoyutang Resort
1521,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
1527,Lebu,CL,55.27,clear sky,-37.6167,-73.65,Hostal Las Lilas
1538,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1539,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
1541,Uruguaiana,BR,68.0,clear sky,-29.7547,-57.0883,Fares Turis Hotel
1542,Ribeira Grande,PT,60.8,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
1543,Sao Goncalo Do Sapucai,BR,62.17,clear sky,-21.8922,-45.5953,Novo Hotel
1544,Esperance,AU,66.2,clear sky,-33.8667,121.9,Hospitality Esperance
1547,Catamarca,AR,64.0,broken clouds,-28.4696,-65.7852,Amerian Catamarca Park Hotel
1549,Pegnitz,DE,41.0,broken clouds,49.7564,11.545,Hotel Ratsstube Pegnitz GmbH
1553,Guerrero Negro,MX,54.28,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
1558,Fortuna,US,45.0,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
1559,Radece,SI,53.6,broken clouds,46.0681,15.1839,Hcomp-Group grafične storitve Henrik Klembas s.p.
1567,Camacha,PT,59.0,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
1568,Kyzyl-Suu,KG,48.34,overcast clouds,42.3414,78.0056,Gostinitsa Nur-Ordo
1570,San Ignacio,BZ,70.0,clear sky,17.1561,-89.0714,Rainforest Haven Inn
1571,Kushima,JP,59.0,few clouds,31.4583,131.2333,Hanaoka
1577,Bluff,NZ,66.0,overcast clouds,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1582,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1583,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1585,Hamilton,US,37.4,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
1587,Hilo,US,69.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
1588,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1592,Aichach,DE,42.01,broken clouds,48.4576,11.1341,Drei Bären Inn
1597,Castro,BR,60.85,clear sky,-24.7911,-50.0119,CHACARA BAILLY
1599,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
1600,Cape Town,ZA,68.0,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1604,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1605,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1606,Christchurch,NZ,62.01,clear sky,-43.5333,172.6333,The George
1608,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1610,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1613,Hermanus,ZA,69.01,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
1626,Valkla,EE,35.01,snow,59.4744,25.3186,Kullamäe Homestay
1628,Ribeira Grande,PT,60.8,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
1629,Punta Arenas,CL,39.2,broken clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
1630,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1633,Elizabeth City,US,41.0,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
1634,Mataura,NZ,66.0,scattered clouds,-46.1927,168.8643,Ellie's Villa
1635,Jamestown,US,37.0,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
1636,Ushuaia,AR,37.4,scattered clouds,-54.8,-68.3,Albatros Hotel
1639,Podor,MR,64.4,clear sky,16.6527,-14.9587,La cour du fleuve
