City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1635,Pafos,CY,34.7667,32.4167,50,81,20,8.05,few clouds
1636,Nanortalik,GL,60.1432,-45.2371,26.02,78,100,4.79,overcast clouds
1637,Mataura,NZ,-46.1927,168.8643,73,46,0,14,clear sky
1638,Kiunga,PG,-6.1219,141.2906,77.79,94,100,2.19,overcast clouds
1639,Braganca,BR,-1.0536,-46.7656,73.31,97,100,1.36,overcast clouds
1640,Saint-Philippe,RE,-21.3585,55.7679,77,69,0,9.22,light rain
1641,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1642,Vega De Alatorre,MX,20.0333,-96.6333,74.98,88,0,10.85,clear sky
1643,Upernavik,GL,72.7868,-56.1549,-6.07,99,46,5.03,scattered clouds
1644,Anadyr,RU,64.75,177.4833,28.4,74,20,4.47,few clouds
1645,Esperance,AU,-33.8667,121.9,60.8,63,53,6.91,broken clouds
1646,Georgetown,MY,5.4112,100.3354,78.8,88,20,2.3,few clouds
1647,Kaitangata,NZ,-46.2817,169.8464,64,68,0,8.01,clear sky
1648,Muroto,JP,33.2833,134.15,55.4,24,0,12.66,clear sky
1649,Chokurdakh,RU,70.6333,147.9167,-16.38,87,0,4.05,clear sky
1650,Barrow,US,71.2906,-156.7887,-2.2,65,1,12.66,clear sky
1651,Ponta Do Sol,PT,32.6667,-17.1,57.99,73,97,1.01,overcast clouds
1652,Yerbogachen,RU,61.2767,108.0108,2.17,90,72,11.86,broken clouds
1653,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,57,9.22,broken clouds
1654,Mataura,NZ,-46.1927,168.8643,73,46,0,14,clear sky
1655,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1656,Nouadhibou,MR,20.931,-17.0347,69.8,37,0,19.57,clear sky
1657,Bubaque,GW,11.2833,-15.8333,78.08,61,99,9.64,overcast clouds
1658,Qaanaaq,GL,77.484,-69.3632,-1.71,63,99,7.4,overcast clouds
1659,Provideniya,RU,64.3833,-173.3,22.57,94,100,28.61,snow
1660,Severo-Kurilsk,RU,50.6789,156.125,31.89,92,41,20.58,snow
1661,Dudinka,RU,69.4058,86.1778,-11.43,96,100,12.66,overcast clouds
1662,Srikakulam,IN,18.3,83.9,70.02,70,0,3.89,clear sky
1663,Faanui,PF,-16.4833,-151.75,83.26,74,0,12.37,clear sky
1664,Lensk,RU,60.7253,114.9278,6.73,92,13,5.61,few clouds
1665,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,57,9.22,broken clouds
1666,Dikson,RU,73.5069,80.5464,-21.51,96,100,16.69,overcast clouds
1667,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1668,Kloulklubed,PW,7.0419,134.2556,82.4,89,75,4.61,broken clouds
1669,Atuona,PF,-9.8,-139.0333,79.39,63,36,4.83,scattered clouds
1670,Gushi,CN,34.6425,109.5843,55.63,71,2,6.24,clear sky
1671,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1672,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1673,Albany,US,42.6001,-73.9662,36,43,34,4.59,scattered clouds
1674,Jamestown,US,42.097,-79.2353,34,47,1,7.65,clear sky
1675,Kapaa,US,22.0752,-159.319,73,94,90,25.32,moderate rain
1676,Rioja,AR,-29.4111,-66.8507,75.54,59,46,6.67,scattered clouds
1677,Atuona,PF,-9.8,-139.0333,79.39,63,36,4.83,scattered clouds
1678,Boshnyakovo,RU,49.6333,142.1667,33.08,93,39,4.09,scattered clouds
1679,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1680,Mataura,NZ,-46.1927,168.8643,73,46,0,14,clear sky
1681,Saldanha,ZA,-33.0117,17.9442,68,88,99,3.44,overcast clouds
1682,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1683,Russell,US,32.3502,-85.1999,75.2,56,1,3.44,clear sky
1684,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1685,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1686,Norman Wells,CA,65.282,-126.8329,-2.2,60,75,2.3,broken clouds
1687,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1688,Ostrovnoy,RU,68.0531,39.5131,11.16,92,78,12.55,broken clouds
1689,Mataura,NZ,-46.1927,168.8643,73,46,0,14,clear sky
1690,New Norfolk,AU,-42.7826,147.0587,59,55,3,8.39,clear sky
1691,Parkes,AU,-33.1333,148.1833,62.01,84,100,1.99,overcast clouds
1692,Pavlovka,RU,52.6897,47.1405,13.86,88,100,9.95,light snow
1693,Half Moon Bay,US,37.4636,-122.4286,55,71,90,11.5,overcast clouds
1694,Kodiak,US,57.79,-152.4072,35.6,20,1,13.8,clear sky
1695,Pevek,RU,69.7008,170.3133,-3.01,96,100,4.79,overcast clouds
1696,Vuktyl,RU,63.8567,57.3094,18.77,94,100,10.29,light snow
1697,Sinnamary,GF,5.3833,-52.95,77.59,88,100,12.06,overcast clouds
1698,Yellowknife,CA,62.456,-114.3525,0,65,90,3.44,light snow
1699,Gizo,SB,-8.103,156.8419,84.79,66,15,6.26,few clouds
1700,Coquimbo,CL,-29.9533,-71.3436,60.8,88,0,6.91,clear sky
1701,Zonguldak,TR,41.25,31.8333,38.97,71,0,4.09,clear sky
1702,East London,ZA,-33.0153,27.9116,75.61,73,20,13.27,few clouds
1703,Port Alfred,ZA,-33.5906,26.891,72,81,68,5.01,broken clouds
1704,Sisimiut,GL,66.9395,-53.6735,8.89,84,74,7.9,broken clouds
1705,Butaritari,KI,3.0707,172.7902,80.49,79,87,11.45,light rain
1706,Lasa,IT,46.6166,10.7002,45,80,90,2.3,light rain
1707,Half Moon Bay,US,37.4636,-122.4286,55,71,90,11.5,overcast clouds
1708,Hobart,AU,-42.8794,147.3294,59,38,0,17.27,clear sky
1709,Albany,US,42.6001,-73.9662,36,43,34,4.59,scattered clouds
1710,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,57,9.22,broken clouds
1711,New Norfolk,AU,-42.7826,147.0587,59,55,3,8.39,clear sky
1712,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1713,Kavieng,PG,-2.5744,150.7967,84.69,60,58,2.24,broken clouds
1714,Evensk,RU,61.95,159.2333,2.32,65,91,2.86,overcast clouds
1715,Noumea,NC,-22.2763,166.4572,87.8,48,75,3.44,broken clouds
1716,Karratha,AU,-20.7377,116.8463,85.39,60,23,20.47,few clouds
1717,Castro,BR,-24.7911,-50.0119,66.43,78,49,4.47,scattered clouds
1718,Atuona,PF,-9.8,-139.0333,79.39,63,36,4.83,scattered clouds
1719,Castro,BR,-24.7911,-50.0119,66.43,78,49,4.47,scattered clouds
1720,Klaksvik,FO,62.2266,-6.589,41,87,75,28.77,broken clouds
1721,Contamana,PE,-7.3333,-75.0167,74.53,93,100,1.45,overcast clouds
1722,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1723,Wamba,NG,8.9333,8.6,77.56,64,100,2.13,light rain
1724,Bajos De Haina,DO,18.4154,-70.0332,75,94,40,9.22,scattered clouds
1725,Cabo San Lucas,MX,22.8909,-109.9124,70,60,1,9.22,clear sky
1726,Bubaque,GW,11.2833,-15.8333,78.08,61,99,9.64,overcast clouds
1727,Avarua,CK,-21.2078,-159.775,84.2,70,7,5.75,clear sky
1728,Kahului,US,20.8947,-156.47,72,77,90,17.27,moderate rain
1729,Castro,BR,-24.7911,-50.0119,66.43,78,49,4.47,scattered clouds
1730,Richards Bay,ZA,-28.783,32.0377,73.78,81,0,12.15,clear sky
1731,Lichtenburg,ZA,-26.152,26.1597,60.58,58,0,7.54,clear sky
1732,Aviles,ES,43.5547,-5.9248,53.01,87,75,12.66,broken clouds
1733,Clyde River,CA,70.4692,-68.5914,-5.8,84,90,20.71,mist
1734,Roma,US,43.2128,-75.4557,32,55,1,11.5,clear sky
1735,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1736,Saint-Georges,GD,12.0564,-61.7485,77,94,75,11.5,broken clouds
1737,Bethel,US,41.3712,-73.414,39.99,33,0,1.01,clear sky
1738,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,57,9.22,broken clouds
1739,Isangel,VU,-19.55,169.2667,82.4,74,75,13.8,broken clouds
1740,Ginir,ET,7.1333,40.7,58.41,42,97,2.8,overcast clouds
1741,Longyearbyen,SJ,78.2186,15.6401,5,61,75,10.36,broken clouds
1742,Yellowknife,CA,62.456,-114.3525,0,65,90,3.44,light snow
1743,Barrow,US,71.2906,-156.7887,-2.2,65,1,12.66,clear sky
1744,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1745,Tiksi,RU,71.6872,128.8694,-2.45,90,73,6.89,broken clouds
1746,Mataura,NZ,-46.1927,168.8643,73,46,0,14,clear sky
1747,Grand Forks,US,47.9417,-97.4337,50,29,1,10.36,clear sky
1748,Mar Del Plata,AR,-38.0023,-57.5575,69.01,82,0,11.86,clear sky
1749,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1750,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,72,90,8.05,overcast clouds
1751,San Lorenzo,PY,-25.3333,-57.5333,78.8,61,20,2.3,few clouds
1752,Hobart,AU,-42.8794,147.3294,59,38,0,17.27,clear sky
1753,Usinsk,RU,65.9939,57.5281,11.53,94,91,12.17,overcast clouds
1754,Comodoro Rivadavia,AR,-45.8667,-67.5,57.2,72,20,6.91,few clouds
1755,Khasan,RU,42.4308,130.6434,44.83,62,0,10.76,clear sky
1756,Souillac,MU,-20.5167,57.5167,80.6,83,75,8.05,light rain
1757,Killybegs,IE,54.6333,-8.45,41,93,4,7,clear sky
1758,Atuona,PF,-9.8,-139.0333,79.39,63,36,4.83,scattered clouds
1759,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1760,Lebu,CL,-37.6167,-73.65,56.43,85,0,6.82,clear sky
1761,Castro,BR,-24.7911,-50.0119,66.43,78,49,4.47,scattered clouds
1762,Ahipara,NZ,-35.1667,173.1667,72.07,51,0,2.1,clear sky
1763,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1764,Pangody,RU,65.85,74.4859,6.91,95,98,12.59,overcast clouds
1765,Port Elizabeth,ZA,-33.918,25.5701,71.6,68,40,8.05,light rain
1766,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1767,Dennery,LC,13.8996,-60.8879,78.8,78,40,10.36,scattered clouds
1768,Thompson,CA,55.7435,-97.8558,15.8,53,20,9.22,snow
1769,Hornepayne,CA,49.2138,-84.7705,23.81,90,57,6.33,broken clouds
1770,Saskylakh,RU,71.9167,114.0833,-5.89,95,59,11.88,broken clouds
1771,Mayo,US,38.8876,-76.5119,46.4,34,1,4.61,clear sky
1772,Thompson,CA,55.7435,-97.8558,15.8,53,20,9.22,snow
1773,Kodiak,US,57.79,-152.4072,35.6,20,1,13.8,clear sky
1774,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1775,Tuatapere,NZ,-46.1333,167.6833,73,46,11,14,few clouds
1776,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1777,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1778,Port Alfred,ZA,-33.5906,26.891,72,81,68,5.01,broken clouds
1779,Lata,PT,40.1629,-8.3327,52,89,0,1.01,clear sky
1780,Ancud,CL,-41.8697,-73.8203,57,82,0,4.61,clear sky
1781,Longyearbyen,SJ,78.2186,15.6401,5,61,75,10.36,broken clouds
1782,Geraldton,AU,-28.7667,114.6,75.2,33,0,28.77,clear sky
1783,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1784,Matara,LK,5.9485,80.5353,75.25,87,100,7.58,overcast clouds
1785,Olinda,BR,-8.0089,-34.8553,80.6,61,40,9.22,scattered clouds
1786,Kapaa,US,22.0752,-159.319,73,94,90,25.32,moderate rain
1787,Luba,GQ,3.4568,8.5547,80.6,89,20,5.75,moderate rain
1788,East London,ZA,-33.0153,27.9116,75.61,73,20,13.27,few clouds
1789,Mao,ES,39.8885,4.2658,51.8,87,0,6.91,clear sky
1790,Tasiilaq,GL,65.6145,-37.6368,24.8,86,75,27.63,snow
1791,Qaanaaq,GL,77.484,-69.3632,-1.71,63,99,7.4,overcast clouds
1792,Emba,KZ,48.8264,58.1442,-1.97,78,3,6.42,clear sky
1793,Kapaa,US,22.0752,-159.319,73,94,90,25.32,moderate rain
1794,Providencia,MX,28.7167,-111.5833,64.99,42,0,15.01,clear sky
1795,Atuona,PF,-9.8,-139.0333,79.39,63,36,4.83,scattered clouds
1796,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,57,9.22,broken clouds
1797,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1798,Puerto Ayora,EC,-0.7393,-90.3518,80.01,88,75,8.01,light rain
1799,Barrow,US,71.2906,-156.7887,-2.2,65,1,12.66,clear sky
1800,Torbay,CA,47.6666,-52.7314,35.01,80,90,13.8,overcast clouds
1801,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1802,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1803,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,57,9.22,broken clouds
1804,Esperance,AU,-33.8667,121.9,60.8,63,53,6.91,broken clouds
1805,Upernavik,GL,72.7868,-56.1549,-6.07,99,46,5.03,scattered clouds
1806,Port Hardy,CA,50.6996,-127.4199,46.4,87,90,12.66,light rain
1807,Nikolskoye,RU,59.7035,30.7861,36,87,75,6.71,broken clouds
1808,Hofn,IS,64.2539,-15.2082,35.08,55,99,10.13,overcast clouds
1809,New Norfolk,AU,-42.7826,147.0587,59,55,3,8.39,clear sky
1810,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1811,Tuktoyaktuk,CA,69.4541,-133.0374,-9.4,84,90,4.61,overcast clouds
1812,Chuy,UY,-33.6971,-53.4616,62.73,74,9,6.17,clear sky
1813,Bluff,NZ,-46.6,168.3333,73,46,4,14,clear sky
1814,Richards Bay,ZA,-28.783,32.0377,73.78,81,0,12.15,clear sky
1815,Rawson,AR,-43.3002,-65.1023,61.81,74,53,22.41,broken clouds
1816,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1817,Mount Isa,AU,-20.7333,139.5,84.2,58,0,12.66,clear sky
1818,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1819,Faanui,PF,-16.4833,-151.75,83.26,74,0,12.37,clear sky
1820,Half Moon Bay,US,37.4636,-122.4286,55,71,90,11.5,overcast clouds
1821,Bud,US,39.447,-86.1758,46,47,100,4.34,overcast clouds
1822,Yunyang,CN,33.4474,112.7142,60.01,36,51,6.62,broken clouds
1823,Matagami,CA,49.7502,-77.6328,23,93,90,17.27,light snow
1824,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1825,Avarua,CK,-21.2078,-159.775,84.2,70,7,5.75,clear sky
1826,Stornoway,GB,58.2093,-6.3865,41,81,75,18.41,broken clouds
1827,Kavieng,PG,-2.5744,150.7967,84.69,60,58,2.24,broken clouds
1828,Camacha,PT,33.0833,-16.3333,59,67,75,14.97,broken clouds
1829,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1830,Teguldet,RU,57.3064,88.1667,0.54,92,100,11.88,overcast clouds
1831,Nanortalik,GL,60.1432,-45.2371,26.02,78,100,4.79,overcast clouds
1832,Hilo,US,19.7297,-155.09,71.6,83,90,3.44,light rain
1833,Georgetown,MY,5.4112,100.3354,78.8,88,20,2.3,few clouds
1834,Angoche,MZ,-16.2325,39.9086,76.1,91,100,5.3,overcast clouds
1835,Puerto Ayora,EC,-0.7393,-90.3518,80.01,88,75,8.01,light rain
1836,Gobabis,NA,-22.45,18.9667,68.79,57,7,9.06,clear sky
1837,Rayadrug,IN,14.7,76.8667,69.03,54,57,6.17,broken clouds
1838,Lagoa,PT,39.05,-27.9833,60.31,85,100,27.78,overcast clouds
1839,Nanortalik,GL,60.1432,-45.2371,26.02,78,100,4.79,overcast clouds
1840,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1841,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1842,Bethel,US,41.3712,-73.414,39.99,33,0,1.01,clear sky
1843,Mahebourg,MU,-20.4081,57.7,80.6,83,75,8.05,light rain
1844,Pinhao,BR,-25.6956,-51.6597,61.48,79,0,1.39,clear sky
1845,El Rodeo,GT,14.9167,-91.9667,70,95,67,1.19,broken clouds
1846,Arraial Do Cabo,BR,-22.9661,-42.0278,77.07,87,38,10.47,scattered clouds
1847,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1848,Port Alfred,ZA,-33.5906,26.891,72,81,68,5.01,broken clouds
1849,Gravdal,NO,68.1214,13.5031,40.42,87,100,11.79,overcast clouds
1850,Carnarvon,AU,-24.8667,113.6333,86,62,1,12.66,clear sky
1851,Luderitz,NA,-26.6481,15.1594,66.9,73,0,9.75,clear sky
1852,Torbay,CA,47.6666,-52.7314,35.01,80,90,13.8,overcast clouds
1853,Sisimiut,GL,66.9395,-53.6735,8.89,84,74,7.9,broken clouds
1854,Yellowknife,CA,62.456,-114.3525,0,65,90,3.44,light snow
1855,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1856,Hilo,US,19.7297,-155.09,71.6,83,90,3.44,light rain
1857,Butaritari,KI,3.0707,172.7902,80.49,79,87,11.45,light rain
1858,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1859,Tautira,PF,-17.7333,-149.15,87.8,62,20,5.75,few clouds
1860,Mataura,NZ,-46.1927,168.8643,73,46,0,14,clear sky
1861,Arraial Do Cabo,BR,-22.9661,-42.0278,77.07,87,38,10.47,scattered clouds
1862,Puerto Ayora,EC,-0.7393,-90.3518,80.01,88,75,8.01,light rain
1863,Georgetown,MY,5.4112,100.3354,78.8,88,20,2.3,few clouds
1864,Tuktoyaktuk,CA,69.4541,-133.0374,-9.4,84,90,4.61,overcast clouds
1865,Abu Samrah,SY,35.3029,37.1841,47.1,71,100,3.24,overcast clouds
1866,Arraial Do Cabo,BR,-22.9661,-42.0278,77.07,87,38,10.47,scattered clouds
1867,Ardesen,TR,41.1911,40.9875,46.4,53,40,17.27,scattered clouds
1868,Yellowknife,CA,62.456,-114.3525,0,65,90,3.44,light snow
1869,Saquena,PE,-4.6667,-73.5167,73.83,96,99,2.1,overcast clouds
1870,Gurupi,BR,-11.7292,-49.0686,74.48,81,71,0.58,broken clouds
1871,Sovetskiy,RU,61.3614,63.5842,8.17,94,61,7.94,broken clouds
1872,Torbay,CA,47.6666,-52.7314,35.01,80,90,13.8,overcast clouds
1873,Beringovskiy,RU,63.05,179.3167,25.41,88,0,7.09,clear sky
1874,Baturaja,ID,-4.1333,104.1667,74.84,96,100,0.78,overcast clouds
1875,Atuona,PF,-9.8,-139.0333,79.39,63,36,4.83,scattered clouds
1876,Hasaki,JP,35.7333,140.8333,57.2,41,20,16.11,few clouds
1877,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1878,Solnechnyy,RU,50.7214,136.6319,32.34,84,27,7.31,scattered clouds
1879,Malanje,AO,-9.5402,16.341,63.54,95,95,2.01,overcast clouds
1880,Ponta Do Sol,PT,32.6667,-17.1,57.99,73,97,1.01,overcast clouds
1881,Mount Gambier,AU,-37.8333,140.7667,59,51,40,8.05,scattered clouds
1882,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1883,Albany,US,42.6001,-73.9662,36,43,34,4.59,scattered clouds
1884,Longyearbyen,SJ,78.2186,15.6401,5,61,75,10.36,broken clouds
1885,Tuktoyaktuk,CA,69.4541,-133.0374,-9.4,84,90,4.61,overcast clouds
1886,Malangali,TZ,-8.5667,34.85,59.34,93,37,4.41,scattered clouds
1887,Rio Gallegos,AR,-51.6226,-69.2181,50,43,0,9.22,clear sky
1888,Iquique,CL,-20.2208,-70.1431,73.4,60,0,16.11,clear sky
1889,Atwater,US,37.3477,-120.6091,68,34,1,5.32,clear sky
1890,Bambous Virieux,MU,-20.3428,57.7575,80.6,83,75,8.05,light rain
1891,Butaritari,KI,3.0707,172.7902,80.49,79,87,11.45,light rain
1892,Port Alfred,ZA,-33.5906,26.891,72,81,68,5.01,broken clouds
1893,Nogliki,RU,51.8333,143.1667,32.68,98,33,9.51,scattered clouds
1894,Albany,US,42.6001,-73.9662,36,43,34,4.59,scattered clouds
1895,Gulu,UG,2.7746,32.299,69.4,48,35,4.25,scattered clouds
1896,Vaini,TO,-21.2,-175.2,78.8,83,75,8.05,light rain
1897,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1898,Mount Isa,AU,-20.7333,139.5,84.2,58,0,12.66,clear sky
1899,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1900,Jamestown,US,42.097,-79.2353,34,47,1,7.65,clear sky
1901,North Platte,US,41.1239,-100.7654,41,87,90,16.11,light rain
1902,Careiro Da Varzea,BR,-3.2003,-59.8119,78.8,89,20,3.53,light rain
1903,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1904,Bodaybo,RU,57.8506,114.1933,18.64,90,100,5.14,overcast clouds
1905,Chapais,CA,49.7834,-74.8492,14,92,90,8.05,light snow
1906,Carnarvon,AU,-24.8667,113.6333,86,62,1,12.66,clear sky
1907,East London,ZA,-33.0153,27.9116,75.61,73,20,13.27,few clouds
1908,Cap Malheureux,MU,-19.9842,57.6142,77,82,100,3,overcast clouds
1909,Brownsville,US,25.9018,-97.4975,77,73,75,21.85,broken clouds
1910,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1911,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1912,Scarborough,GB,54.2797,-0.4044,37.99,84,100,1.99,overcast clouds
1913,Saint George,US,37.1041,-113.5841,50,57,1,5.75,clear sky
1914,Upington,ZA,-28.4478,21.2561,77,53,75,13.8,broken clouds
1915,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1916,Codrington,AU,-38.2667,141.9667,59.74,49,80,12.37,broken clouds
1917,Nantucket,US,41.2835,-70.0995,37.4,65,1,14.97,clear sky
1918,Peleduy,RU,59.6289,112.7406,8.91,94,100,1.92,overcast clouds
1919,San Ignacio,BZ,17.1561,-89.0714,87.8,45,20,4.61,few clouds
1920,Kruisfontein,ZA,-34.0033,24.7314,68,85,89,1.01,overcast clouds
1921,Mataura,NZ,-46.1927,168.8643,73,46,0,14,clear sky
1922,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1923,Itanagar,IN,27.1,93.6167,67.77,64,0,2.01,clear sky
1924,Butaritari,KI,3.0707,172.7902,80.49,79,87,11.45,light rain
1925,Hobart,AU,-42.8794,147.3294,59,38,0,17.27,clear sky
1926,Hobart,AU,-42.8794,147.3294,59,38,0,17.27,clear sky
1927,Bluff,NZ,-46.6,168.3333,73,46,4,14,clear sky
1928,Hasaki,JP,35.7333,140.8333,57.2,41,20,16.11,few clouds
1929,Busselton,AU,-33.65,115.3333,60.01,71,0,4,clear sky
1930,Chuy,UY,-33.6971,-53.4616,62.73,74,9,6.17,clear sky
1931,Acapulco,MX,16.8634,-99.8901,82.4,74,20,9.22,few clouds
1932,Pedernales,DO,18.0384,-71.744,77.07,73,13,3.44,few clouds
1933,Provideniya,RU,64.3833,-173.3,22.57,94,100,28.61,snow
1934,Vestmannaeyjar,IS,63.4427,-20.2734,30.78,65,34,16.89,scattered clouds
1935,Tiksi,RU,71.6872,128.8694,-2.45,90,73,6.89,broken clouds
1936,New Norfolk,AU,-42.7826,147.0587,59,55,3,8.39,clear sky
1937,Ushuaia,AR,-54.8,-68.3,42.8,65,75,23.02,broken clouds
1938,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1939,Tuktoyaktuk,CA,69.4541,-133.0374,-9.4,84,90,4.61,overcast clouds
1940,Beringovskiy,RU,63.05,179.3167,25.41,88,0,7.09,clear sky
1941,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1942,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1943,Lata,PT,40.1629,-8.3327,52,89,0,1.01,clear sky
1944,East London,ZA,-33.0153,27.9116,75.61,73,20,13.27,few clouds
1945,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1946,Montepuez,MZ,-13.1256,38.9997,68.45,98,100,3.15,light rain
1947,Hithadhoo,MV,-0.6,73.0833,84.34,65,31,8.16,scattered clouds
1948,Mayo,US,38.8876,-76.5119,46.4,34,1,4.61,clear sky
1949,Ixtapa,MX,20.7,-105.2,75.2,73,1,11.5,clear sky
1950,Valparaiso,CL,-33.0393,-71.6273,60.8,82,90,3.44,overcast clouds
1951,Mahanje,TZ,-9.9333,35.3333,62.35,97,53,1.3,broken clouds
1952,Butaritari,KI,3.0707,172.7902,80.49,79,87,11.45,light rain
1953,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1954,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1955,Punta Arenas,CL,-53.15,-70.9167,48,53,40,12.66,scattered clouds
1956,Saskylakh,RU,71.9167,114.0833,-5.89,95,59,11.88,broken clouds
1957,Port Alfred,ZA,-33.5906,26.891,72,81,68,5.01,broken clouds
1958,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,57,9.22,broken clouds
1959,Mbanza-Ngungu,CD,-5.25,14.8667,69.08,98,100,3.78,overcast clouds
1960,Khatanga,RU,71.9667,102.5,-20.51,94,66,12.03,broken clouds
1961,Marquette,US,46.5333,-87.6335,44.6,39,1,10.36,clear sky
1962,Hobart,AU,-42.8794,147.3294,59,38,0,17.27,clear sky
1963,Bac Lieu,VN,9.285,105.7244,80.6,70,94,16.69,overcast clouds
1964,Koungou,YT,-12.7336,45.2042,78.8,89,0,2.3,light rain
1965,Sumenep,ID,-7.0167,113.8667,82.76,72,22,1.3,few clouds
1966,Nikolskoye,RU,59.7035,30.7861,36,87,75,6.71,broken clouds
1967,Cabo San Lucas,MX,22.8909,-109.9124,70,60,1,9.22,clear sky
1968,Hermanus,ZA,-34.4187,19.2345,64.99,93,34,1.99,light rain
1969,Ust-Ordynskiy,RU,52.805,104.7508,14,92,90,31.32,heavy snow
1970,Lorengau,PG,-2.0226,147.2712,84.88,64,74,3.62,broken clouds
1971,Avarua,CK,-21.2078,-159.775,84.2,70,7,5.75,clear sky
1972,Khandyga,RU,62.6667,135.6,10.13,92,100,3.6,light snow
1973,Henties Bay,NA,-22.116,14.2845,64,93,0,4,clear sky
1974,Airai,TL,-8.9266,125.4092,67.89,83,91,0.31,overcast clouds
1975,Ahipara,NZ,-35.1667,173.1667,72.07,51,0,2.1,clear sky
1976,Rudbar,AF,30.15,62.6,51.06,37,0,10.47,clear sky
1977,Halifax,CA,44.6453,-63.5724,32,47,72,8.99,broken clouds
1978,Rikitea,PF,-23.1203,-134.9692,80.46,73,45,9.22,scattered clouds
1979,Lebu,CL,-37.6167,-73.65,56.43,85,0,6.82,clear sky
1980,Saint George,US,37.1041,-113.5841,50,57,1,5.75,clear sky
1981,Tasiilaq,GL,65.6145,-37.6368,24.8,86,75,27.63,snow
1982,Flin Flon,CA,54.7682,-101.865,30.2,43,20,5.75,few clouds
